rule_index,direction,offset,multiplier,intercept,centered_score,matches,incorrect,matrix_total
627,1,3,7,3,846,33186,654190,530130
628,1,3,7,4,658,24602,662774,392974
629,1,3,7,5,-1308,30457,656919,488620
630,1,3,7,6,33,28241,659135,451823
631,1,3,7,7,-5945,29914,657462,484569
632,1,3,7,8,-1542,25742,661634,413414
633,1,3,7,9,1454,29123,658253,464514
634,1,3,7,10,2674,27574,659802,438510
635,1,3,7,11,3883,32132,655244,510229
636,1,3,7,12,-3357,28180,659196,454237
637,1,3,7,13,4049,30621,656755,485887
638,1,3,7,14,3676,28366,659010,450180
639,1,3,7,15,-1623,29428,657948,472471
640,1,3,7,16,512,26456,660920,422784
641,1,3,7,17,-278,29193,658183,467366
642,1,3,7,18,-905,27304,660072,437769
643,1,3,7,19,2490,30926,656450,492326
644,1,3,7,20,-2146,25553,661823,410994
645,1,3,7,21,-981,30985,656391,496741
646,1,3,7,22,-1869,27265,660111,438109
647,1,3,7,23,-1630,30707,656669,492942
648,1,3,11,0,1967,27019,660357,430337
649,1,3,11,1,1505,28707,658669,457807
650,1,3,11,2,-1515,28306,659070,454411
651,1,3,11,3,-2206,32499,654877,522190
652,1,3,11,4,-952,26035,661341,417512
653,1,3,11,5,-673,29175,658201,467473
654,1,3,11,6,-825,27047,660329,433577
655,1,3,11,7,1765,31656,655720,504731
656,1,3,11,8,-5198,25519,661857,413502
657,1,3,11,9,-251,30726,656650,491867
658,1,3,11,10,56,28328,659048,453192
659,1,3,11,11,-881,30955,656421,496161
660,1,3,11,12,1421,24622,662754,392531
661,1,3,11,13,-1212,31436,655940,504188
662,1,3,11,14,3346,27260,660116,432814
663,1,3,11,15,2256,29343,658033,467232
664,1,3,11,16,590,25565,661811,408450
665,1,3,11,17,76,30222,657154,483476
666,1,3,11,18,-842,29110,658266,466602
667,1,3,11,19,-4906,29344,658032,474410
668,1,3,11,20,-2848,25415,661961,409488
669,1,3,11,21,2212,30214,657162,481212
670,1,3,11,22,5122,26377,660999,416910
671,1,3,11,23,1993,32496,654880,517943
672,1,3,13,0,303,26734,660642,427441
673,1,3,13,1,1980,32229,655147,513684
674,1,3,13,2,588,27132,660244,433524
675,1,3,13,3,3703,28467,658909,451769
676,1,3,13,4,-1071,25614,661762,410895
677,1,3,13,5,-270,33125,654251,530270
678,1,3,13,6,-1955,25528,661848,410403
679,1,3,13,7,-1954,29107,658269,467666
680,1,3,13,8,1865,26977,660399,429767
681,1,3,13,9,-1523,32163,655213,516131
682,1,3,13,10,2034,27016,660360,430222
683,1,3,13,11,-148,27893,659483,446436
684,1,3,13,12,-1644,26440,660936,424684
685,1,3,13,13,-3984,30158,657218,486512
686,1,3,13,14,-1687,26953,660423,432935
687,1,3,13,15,-67,31608,655768,505795
688,1,3,13,16,2401,25398,661978,403967
689,1,3,13,17,1428,30639,656737,488796
690,1,3,13,18,-78,28665,658711,458718
691,1,3,13,19,3273,30068,657308,477815
692,1,3,13,20,955,26277,661099,419477
693,1,3,13,21,-2417,30484,656892,490161
694,1,3,13,22,-1389,27869,659507,447293
695,1,3,13,23,-343,30832,656544,493655
696,1,3,17,0,-1004,26493,660883,424892
697,1,3,17,1,-5849,29788,657588,482457
698,1,3,17,2,-2323,26487,660889,426115
699,1,3,17,3,214,28073,659303,448954
700,1,3,17,4,3544,26311,661065,417432
701,1,3,17,5,828,31949,655427,510356
702,1,3,17,6,3076,29479,657897,468588
703,1,3,17,7,3216,29489,657887,468608
704,1,3,17,8,1078,24851,662525,396538
705,1,3,17,9,-2021,31617,655759,507893
706,1,3,17,10,1368,26477,660899,422264
707,1,3,17,11,-3563,30229,657147,487227
708,1,3,17,12,2186,26006,661370,413910
709,1,3,17,13,1241,32232,655144,514471
710,1,3,17,14,-3383,26840,660536,432823
711,1,3,17,15,964,31420,655956,501756
712,1,3,17,16,-1408,25457,661919,408720
713,1,3,17,17,-1839,31540,655836,506479
714,1,3,17,18,-2537,25820,661556,415657
715,1,3,17,19,-1456,29634,657742,475600
716,1,3,17,20,-1587,28322,659054,454739
717,1,3,17,21,2854,31672,655704,503898
718,1,3,17,22,1312,28060,659316,447648
719,1,3,17,23,5089,29130,658246,460991
720,1,3,19,0,-2819,25697,661679,413971
721,1,3,19,1,1996,30148,657228,480372
722,1,3,19,2,804,29881,657495,477292
723,1,3,19,3,-1043,30341,657035,486499
724,1,3,19,4,-1907,24520,662856,394227
725,1,3,19,5,-1988,29296,658080,470724
726,1,3,19,6,1326,27148,660228,433042
727,1,3,19,7,328,29528,657848,472120
728,1,3,19,8,-2899,25868,661508,416787
729,1,3,19,9,-1068,29153,658223,467516
730,1,3,19,10,-907,27466,659910,440363
731,1,3,19,11,-3167,31145,656231,501487
732,1,3,19,12,317,26125,661251,417683
733,1,3,19,13,774,30574,656802,488410
734,1,3,19,14,4605,26163,661213,414003
735,1,3,19,15,266,32273,655103,516102
736,1,3,19,16,3077,26538,660838,421531
737,1,3,19,17,402,30354,657022,485262
738,1,3,19,18,-2198,28397,658979,456550
739,1,3,19,19,-3783,31312,656064,504775
740,1,3,19,20,-789,25427,661949,407621
741,1,3,19,21,1541,30955,656421,493739
742,1,3,19,22,1712,27373,660003,436256
743,1,3,19,23,5420,31694,655682,501684
744,1,3,23,0,718,26861,660515,429058
745,1,3,23,1,-3729,30260,657116,487889
746,1,3,23,2,1251,27187,660189,433741
747,1,3,23,3,5172,30644,656732,485132
748,1,3,23,4,-2632,26820,660556,431752
749,1,3,23,5,-3256,31562,655814,508248
750,1,3,23,6,-846,28277,659099,453278
751,1,3,23,7,-3214,29068,658308,468302
752,1,3,23,8,-3163,24199,663177,390347
753,1,3,23,9,967,30322,657054,484185
754,1,3,23,10,3072,27489,659887,436752
755,1,3,23,11,1974,33668,653708,536714
756,1,3,23,12,2670,24780,662596,393810
757,1,3,23,13,4022,29883,657493,474106
758,1,3,23,14,580,28379,658997,453484
759,1,3,23,15,-5122,31198,656178,504290
760,1,3,23,16,2270,24780,662596,394210
761,1,3,23,17,2659,27835,659541,442701
762,1,3,23,18,-821,27880,659496,446901
763,1,3,23,19,73,31932,655444,510839
764,1,3,23,20,-4883,26735,660641,432643
765,1,3,23,21,994,30618,656758,488894
766,1,3,23,22,2106,27216,660160,433350
767,1,3,23,23,-862,29783,657593,477390
768,1,4,1,0,707,25323,662053,404461
769,1,4,1,1,-1105,30695,656681,492225
770,1,4,1,2,-5001,25823,661553,418169
771,1,4,1,3,-2839,31417,655959,505511
772,1,4,1,4,-1550,25662,661714,412142
773,1,4,1,5,2758,31287,656089,497834
774,1,4,1,6,1717,27227,660149,433915
775,1,4,1,7,324,31440,655936,502716
776,1,4,1,8,2276,26598,660778,423292
777,1,4,1,9,-4341,29861,657515,482117
778,1,4,1,10,-1338,25534,661842,409882
779,1,4,1,11,-1347,28906,658470,463843
780,1,4,1,12,1638,28082,659294,447674
781,1,4,1,13,-4589,31401,655975,507005
782,1,4,1,14,1025,28006,659370,447071
783,1,4,1,15,676,28439,658937,454348
784,1,4,1,16,54,25096,662280,401482
785,1,4,1,17,-708,32627,654749,522740
786,1,4,1,18,2271,27414,659962,436353
787,1,4,1,19,-1173,27602,659774,442805
788,1,4,1,20,3986,26787,660589,424606
789,1,4,1,21,4312,33085,654291,525048
790,1,4,1,22,195,29301,658075,468621
791,1,4,1,23,2052,29763,657613,474156
792,1,4,5,0,2477,26150,661226,415923
793,1,4,5,1,1374,31567,655809,503698
794,1,4,5,2,62,27436,659940,438914
795,1,4,5,3,-1032,29222,658154,468584
796,1,4,5,4,1803,25675,661701,408997
797,1,4,5,5,-196,31735,655641,507956
798,1,4,5,6,-2176,28708,658668,461504
799,1,4,5,7,1221,30784,656592,491323
800,1,4,5,8,24,26724,660652,427560
801,1,4,5,9,-25,31690,655686,507065
802,1,4,5,10,-3949,28630,658746,462029
803,1,4,5,11,-2864,28185,659191,453824
804,1,4,5,12,-18,26400,660976,422418
805,1,4,5,13,-3287,30590,656786,492727
806,1,4,5,14,-437,26280,661096,420917
807,1,4,5,15,287,30172,657204,482465
808,1,4,5,16,-1176,25949,661427,416360
809,1,4,5,17,907,31846,655530,508629
810,1,4,5,18,2047,26539,660837,422577
811,1,4,5,19,1381,28411,658965,453195
812,1,4,5,20,4001,26650,660726,422399
813,1,4,5,21,-2446,31528,655848,506894
814,1,4,5,22,3322,25712,661664,408070
815,1,4,5,23,-1300,30793,656583,493988
816,1,4,7,0,622,23705,663671,378658
817,1,4,7,1,-4087,30000,657376,484087
818,1,4,7,2,2838,27673,659703,439930
819,1,4,7,3,-815,33041,654335,529471
820,1,4,7,4,-1377,24493,662883,393265
821,1,4,7,5,-211,30476,656900,487827
822,1,4,7,6,4284,28481,658895,451412
823,1,4,7,7,-3198,30073,657303,484366
824,1,4,7,8,585,26008,661368,415543
825,1,4,7,9,-1208,29038,658338,465816
826,1,4,7,10,1531,27583,659793,439797
827,1,4,7,11,-607,31930,655446,511487
828,1,4,7,12,1303,28451,658925,453913
829,1,4,7,13,-1066,30259,657117,485210
830,1,4,7,14,-4013,27821,659555,449149
831,1,4,7,15,-77,29639,657737,474301
832,1,4,7,16,152,26331,661045,421144
833,1,4,7,17,7513,29616,657760,466343
834,1,4,7,18,124,27409,659967,438420
835,1,4,7,19,1808,30806,656570,491088
836,1,4,7,20,2876,25712,661664,408516
837,1,4,7,21,-92,31084,656292,497436
838,1,4,7,22,-2945,27186,660190,437921
839,1,4,7,23,-3940,30561,656815,492916
840,1,4,11,0,-626,26846,660530,430162
841,1,4,11,1,-1020,28530,658846,457500
842,1,4,11,2,-198,28417,658959,454870
843,1,4,11,3,-6117,32351,655025,523733
844,1,4,11,4,-3757,25837,661539,417149
845,1,4,11,5,-2429,28995,658381,466349
846,1,4,11,6,-24,27069,660307,433128
847,1,4,11,7,1655,31675,655701,505145
848,1,4,11,8,412,25798,661578,412356
849,1,4,11,9,-2300,30622,656754,492252
850,1,4,11,10,4744,28582,658794,452568
851,1,4,11,11,-369,31040,656336,497009
852,1,4,11,12,1655,24600,662776,391945
853,1,4,11,13,2438,31665,655711,504202
854,1,4,11,14,-1740,26894,660482,432044
855,1,4,11,15,1295,29279,658097,467169
856,1,4,11,16,1301,25638,661738,408907
857,1,4,11,17,254,30301,657075,484562
858,1,4,11,18,1325,29282,658094,467187
859,1,4,11,19,-2384,29482,657894,474096
860,1,4,11,20,5176,25981,661395,410520
861,1,4,11,21,3906,30360,657016,481854
862,1,4,11,22,-2288,25909,661467,416832
863,1,4,11,23,-909,32223,655153,516477
864,1,4,13,0,551,26676,660700,426265
865,1,4,13,1,-588,32012,655364,512780
866,1,4,13,2,-2940,26889,660487,433164
867,1,4,13,3,-836,28237,659139,452628
868,1,4,13,4,-1836,25502,661874,409868
869,1,4,13,5,2519,33340,654036,530921
870,1,4,13,6,-1085,25573,661803,410253
871,1,4,13,7,1148,29306,658070,467748
872,1,4,13,8,434,26891,660485,429822
873,1,4,13,9,3313,32517,654859,516959
874,1,4,13,10,-3973,26648,660728,430341
875,1,4,13,11,318,27845,659531,445202
876,1,4,13,12,1794,26729,660647,425870
877,1,4,13,13,-5106,30084,657292,486450
878,1,4,13,14,-1036,26940,660436,432076
879,1,4,13,15,-1327,31619,655757,507231
880,1,4,13,16,340,25256,662120,403756
881,1,4,13,17,-469,30574,656802,489653
882,1,4,13,18,5073,29068,658308,460015
883,1,4,13,19,-1997,29736,657640,477773
884,1,4,13,20,5828,26494,660882,418076
885,1,4,13,21,-3342,30429,656947,490206
886,1,4,13,22,2830,28187,659189,448162
887,1,4,13,23,387,30824,656552,492797
888,1,4,17,0,1708,26673,660703,425060
889,1,4,17,1,-2748,29928,657448,481596
890,1,4,17,2,-2813,26472,660904,426365
891,1,4,17,3,1007,28175,659201,449793
892,1,4,17,4,794,26121,661255,417142
893,1,4,17,5,3046,32117,655259,510826
894,1,4,17,6,-1273,29215,658161,468713
895,1,4,17,7,6228,29745,657631,469692
896,1,4,17,8,1496,24841,662535,395960
897,1,4,17,9,-1071,31791,655585,509727
898,1,4,17,10,-2399,26267,661109,422671
899,1,4,17,11,-2740,30300,657076,487540
900,1,4,17,12,751,25877,661499,413281
901,1,4,17,13,835,32229,655147,514829
902,1,4,17,14,2438,27244,660132,433466
903,1,4,17,15,-1752,31219,656157,501256
904,1,4,17,16,-167,25503,661873,408215
905,1,4,17,17,-2335,31464,655912,505759
906,1,4,17,18,1144,26032,661344,415368
907,1,4,17,19,-3626,29450,657926,474826
908,1,4,17,20,2529,28533,658843,453999
909,1,4,17,21,-1400,31427,655949,504232
910,1,4,17,22,1772,28075,659301,447428
911,1,4,17,23,-1424,28678,658698,460272
912,1,4,19,0,-226,25867,661509,414098
913,1,4,19,1,-4645,29754,657622,480709
914,1,4,19,2,2114,29888,657488,476094
915,1,4,19,3,-1749,30333,657043,487077
916,1,4,19,4,448,24615,662761,393392
917,1,4,19,5,6130,29723,657653,469438
918,1,4,19,6,1448,27134,660242,432696
919,1,4,19,7,3395,29576,657800,469821
920,1,4,19,8,2986,26206,661170,416310
921,1,4,19,9,407,29330,658046,468873
922,1,4,19,10,797,27637,659739,441395
923,1,4,19,11,-2336,31237,656139,502128
924,1,4,19,12,2151,26289,661087,418473
925,1,4,19,13,-508,30505,656871,488588
926,1,4,19,14,-3289,25606,661770,412985
927,1,4,19,15,857,32347,655029,516695
928,1,4,19,16,-1673,26209,661167,421017
929,1,4,19,17,1172,30369,657007,484732
930,1,4,19,18,2960,28756,658620,457136
931,1,4,19,19,-4785,31303,656073,505633
932,1,4,19,20,475,25514,661862,407749
933,1,4,19,21,-1707,30792,656584,494379
934,1,4,19,22,-2211,27132,660244,436323
935,1,4,19,23,-2211,31254,656122,502275
936,1,4,23,0,1115,26929,660447,429749
937,1,4,23,1,3827,30763,656613,488381
938,1,4,23,2,1008,27156,660220,433488
939,1,4,23,3,2635,30480,656896,485045
940,1,4,23,4,-49,26944,660432,431153
941,1,4,23,5,1335,31908,655468,509193
942,1,4,23,6,285,28322,659054,452867
943,1,4,23,7,-985,29238,658138,468793
944,1,4,23,8,2651,24584,662792,390693
945,1,4,23,9,1901,30503,656873,486147
946,1,4,23,10,2469,27480,659896,437211
947,1,4,23,11,-2505,33378,653998,536553
948,1,4,23,12,-86,24517,662859,392358
949,1,4,23,13,-2409,29432,657944,473321
950,1,4,23,14,-2946,28155,659221,453426
951,1,4,23,15,-7457,31150,656226,505857
952,1,4,23,16,-2407,24531,662845,394903
953,1,4,23,17,-3510,27388,659988,441718
954,1,4,23,18,1016,28029,659347,447448
955,1,4,23,19,256,31919,655457,510448
956,1,4,23,20,2937,27195,660181,432183
957,1,4,23,21,-295,30479,656897,487959
958,1,4,23,22,-13,27011,660365,432189
959,1,4,23,23,1227,29885,657491,476933
960,1,5,1,0,1642,25300,662076,403158
961,1,5,1,1,-656,30751,656625,492672
962,1,5,1,2,-1127,26083,661293,418455
963,1,5,1,3,3188,31820,655556,505932
964,1,5,1,4,922,25799,661577,411862
965,1,5,1,5,-93,31095,656281,497613
966,1,5,1,6,3112,27305,660071,433768
967,1,5,1,7,5710,31802,655574,503122
968,1,5,1,8,3694,26623,660753,422274
969,1,5,1,9,-60,29985,657391,479820
970,1,5,1,10,-5291,25259,662117,409435
971,1,5,1,11,1928,29161,658215,464648
972,1,5,1,12,-632,27885,659491,446792
973,1,5,1,13,2026,31858,655518,507702
974,1,5,1,14,-1049,27874,659502,447033
975,1,5,1,15,1156,28424,658952,453628
976,1,5,1,16,727,25219,662157,402777
977,1,5,1,17,-3368,32482,654894,523080
978,1,5,1,18,-955,27205,660171,436235
979,1,5,1,19,449,27771,659605,443887
980,1,5,1,20,-4164,26308,661068,425092
981,1,5,1,21,2238,32963,654413,525170
982,1,5,1,22,-5643,28931,658445,468539
983,1,5,1,23,-3754,29473,657903,475322
984,1,5,5,0,3040,26205,661171,416240
985,1,5,5,1,1840,31679,655697,505024
986,1,5,5,2,536,27530,659846,439944
987,1,5,5,3,656,29425,657951,470144
988,1,5,5,4,1977,25733,661643,409751
989,1,5,5,5,-2200,31717,655659,509672
990,1,5,5,6,-1023,28789,658587,461647
991,1,5,5,7,3874,31015,656361,492366
992,1,5,5,8,-2853,26541,660835,427509
993,1,5,5,9,4232,31919,655457,506472
994,1,5,5,10,-2086,28765,658611,462326
995,1,5,5,11,5323,28757,658619,454789
996,1,5,5,12,1099,26365,661011,420741
997,1,5,5,13,474,30801,656575,492342
998,1,5,5,14,-2559,26051,661325,419375
999,1,5,5,15,198,30194,657182,482906
1000,1,5,5,16,-956,25890,661486,415196
1001,1,5,5,17,-480,31684,655692,507424
1002,1,5,5,18,-2949,26252,661124,422981
1003,1,5,5,19,3318,28519,658857,452986
1004,1,5,5,20,-118,26400,660976,422518
1005,1,5,5,21,-3779,31334,656042,505123
1006,1,5,5,22,-2872,25270,662106,407192
1007,1,5,5,23,-4692,30541,656835,493348
1008,1,5,7,0,106,23669,663707,378598
1009,1,5,7,1,2792,30508,656868,485336
1010,1,5,7,2,-2800,27254,660122,438864
1011,1,5,7,3,4217,33426,653950,530599
1012,1,5,7,4,-2687,24501,662875,394703
1013,1,5,7,5,-983,30466,656910,488439
1014,1,5,7,6,2574,28268,659108,449714
1015,1,5,7,7,2225,30465,656911,485215
1016,1,5,7,8,-197,25862,661514,413989
1017,1,5,7,9,953,29136,658240,465223
1018,1,5,7,10,-5144,27022,660354,437496
1019,1,5,7,11,-5754,31602,655774,511386
1020,1,5,7,12,1382,28470,658906,454138
1021,1,5,7,13,1531,30447,656929,485621
1022,1,5,7,14,-467,28102,659274,450099
1023,1,5,7,15,-2285,29382,657994,472397
1024,1,5,7,16,-359,26344,661032,421863
1025,1,5,7,17,2507,29398,657978,467861
1026,1,5,7,18,-895,27288,660088,437503
1027,1,5,7,19,981,30762,656614,491211
1028,1,5,7,20,818,25670,661706,409902
1029,1,5,7,21,3637,31248,656128,496331
1030,1,5,7,22,-1095,27341,660035,438551
1031,1,5,7,23,-1057,30745,656631,492977
1032,1,5,11,0,931,26955,660421,430349
1033,1,5,11,1,1598,28765,658611,458642
1034,1,5,11,2,464,28453,658923,454784
1035,1,5,11,3,-3887,32343,655033,521375
1036,1,5,11,4,1154,26145,661231,417166
1037,1,5,11,5,-1637,29073,658303,466805
1038,1,5,11,6,-3923,26881,660495,434019
1039,1,5,11,7,270,31629,655747,505794
1040,1,5,11,8,-3194,25614,661762,413018
1041,1,5,11,9,-598,30828,656548,493846
1042,1,5,11,10,258,28247,659129,451694
1043,1,5,11,11,1499,31160,656216,497061
1044,1,5,11,12,-1016,24481,662895,392712
1045,1,5,11,13,4944,31815,655561,504096
1046,1,5,11,14,-4199,26692,660684,431271
1047,1,5,11,15,966,29269,658107,467338
1048,1,5,11,16,-747,25558,661818,409675
1049,1,5,11,17,1304,30290,657086,483336
1050,1,5,11,18,4175,29294,658082,464529
1051,1,5,11,19,2694,29805,657571,474186
1052,1,5,11,20,1935,25763,661613,410273
1053,1,5,11,21,4826,30432,656944,482086
1054,1,5,11,22,-4602,25708,661668,415930
1055,1,5,11,23,-3215,32176,655200,518031
1056,1,5,13,0,1035,26661,660715,425541
1057,1,5,13,1,1979,32223,655153,513589
1058,1,5,13,2,-625,27103,660273,434273
1059,1,5,13,3,1671,28362,659014,452121
1060,1,5,13,4,288,25653,661723,410160
1061,1,5,13,5,-2183,33117,654259,532055
1062,1,5,13,6,1547,25714,661662,409877
1063,1,5,13,7,-1516,29152,658224,467948
1064,1,5,13,8,-3165,26610,660766,428925
1065,1,5,13,9,4891,32599,654777,516693
1066,1,5,13,10,-4484,26648,660728,430852
1067,1,5,13,11,-49,27918,659458,446737
1068,1,5,13,12,-25,26524,660852,424409
1069,1,5,13,13,-609,30386,656990,486785
1070,1,5,13,14,-1551,26854,660522,431215
1071,1,5,13,15,2673,31882,655494,507439
1072,1,5,13,16,1361,25365,662011,404479
1073,1,5,13,17,-1278,30460,656916,488638
1074,1,5,13,18,610,28796,658580,460126
1075,1,5,13,19,7675,30421,656955,479061
1076,1,5,13,20,2695,26321,661055,418441
1077,1,5,13,21,-2713,30349,657027,488297
1078,1,5,13,22,-6450,27542,659834,447122
1079,1,5,13,23,-1777,30716,656660,493233
1080,1,5,17,0,1170,26592,660784,424302
1081,1,5,17,1,-951,30038,657338,481559
1082,1,5,17,2,-2063,26511,660865,426239
1083,1,5,17,3,104,28145,659231,450216
1084,1,5,17,4,-3546,25807,661569,416458
1085,1,5,17,5,-642,31881,655495,510738
1086,1,5,17,6,-2169,29224,658152,469753
1087,1,5,17,7,2595,29472,657904,468957
1088,1,5,17,8,326,24734,662642,395418
1089,1,5,17,9,-1095,31660,655716,507655
1090,1,5,17,10,-3507,26219,661157,423011
1091,1,5,17,11,864,30545,656831,487856
1092,1,5,17,12,2969,25978,661398,412679
1093,1,5,17,13,3265,32442,654934,515807
1094,1,5,17,14,40,27070,660306,433080
1095,1,5,17,15,750,31474,655902,502834
1096,1,5,17,16,4567,25816,661560,408489
1097,1,5,17,17,-2038,31520,655856,506358
1098,1,5,17,18,-1803,25817,661559,414875
1099,1,5,17,19,4597,30062,657314,476395
1100,1,5,17,20,-3297,28207,659169,454609
1101,1,5,17,21,1548,31593,655783,503940
1102,1,5,17,22,-1451,27816,659560,446507
1103,1,5,17,23,-233,28753,658623,460281
1104,1,5,19,0,1179,25988,661388,414629
1105,1,5,19,1,2192,30246,657130,481744
1106,1,5,19,2,2385,29901,657475,476031
1107,1,5,19,3,-2492,30228,657148,486140
1108,1,5,19,4,-924,24608,662768,394652
1109,1,5,19,5,2322,29545,657831,470398
1110,1,5,19,6,-635,26973,660403,432203
1111,1,5,19,7,-1284,29405,657971,471764
1112,1,5,19,8,-2067,25902,661474,416499
1113,1,5,19,9,910,29318,658058,468178
1114,1,5,19,10,198,27510,659866,439962
1115,1,5,19,11,-1692,31258,656118,501820
1116,1,5,19,12,309,26151,661225,418107
1117,1,5,19,13,2131,30709,656667,489213
1118,1,5,19,14,-5652,25455,661921,412932
1119,1,5,19,15,4424,32580,654796,516856
1120,1,5,19,16,-2122,26237,661139,421914
1121,1,5,19,17,-798,30319,657057,485902
1122,1,5,19,18,2314,28583,658793,455014
1123,1,5,19,19,4490,31822,655554,504662
1124,1,5,19,20,2688,25630,661746,407392
1125,1,5,19,21,3680,31066,656310,493376
1126,1,5,19,22,-6437,26853,660523,436085
1127,1,5,19,23,-5119,31089,656287,502543
1128,1,5,23,0,2023,26912,660464,428569
1129,1,5,23,1,4271,30816,656560,488785
1130,1,5,23,2,-2959,26858,660518,432687
1131,1,5,23,3,1934,30392,656984,484338
1132,1,5,23,4,791,27007,660369,431321
1133,1,5,23,5,552,31779,655597,507912
1134,1,5,23,6,2831,28486,658890,452945
1135,1,5,23,7,2569,29458,657918,468759
1136,1,5,23,8,-2089,24267,663109,390361
1137,1,5,23,9,2866,30642,656734,487406
1138,1,5,23,10,-3301,27017,660359,435573
1139,1,5,23,11,-2885,33422,653954,537637
1140,1,5,23,12,-2108,24524,662852,394492
1141,1,5,23,13,2271,29764,657612,473953
1142,1,5,23,14,-776,28287,659089,453368
1143,1,5,23,15,-4855,31220,656156,504375
1144,1,5,23,16,-384,24696,662680,395520
1145,1,5,23,17,-885,27584,659792,442229
1146,1,5,23,18,-2579,27689,659687,445603
1147,1,5,23,19,395,31976,655400,511221
1148,1,5,23,20,830,27110,660266,432930
1149,1,5,23,21,1362,30618,656758,488526
1150,1,5,23,22,-1043,26938,660438,432051
1151,1,5,23,23,1169,29914,657462,477455
1152,1,6,1,0,-1790,25124,662252,403774
1153,1,6,1,1,989,30827,656549,492243
1154,1,6,1,2,-307,26124,661252,418291
1155,1,6,1,3,-2379,31451,655925,505595
1156,1,6,1,4,663,25818,661558,412425
1157,1,6,1,5,5985,31366,656010,495871
1158,1,6,1,6,-559,27078,660298,433807
1159,1,6,1,7,1103,31460,655916,502257
1160,1,6,1,8,1696,26544,660832,423008
1161,1,6,1,9,504,30098,657278,481064
1162,1,6,1,10,144,25638,661738,410064
1163,1,6,1,11,-398,28888,658488,462606
1164,1,6,1,12,1762,28076,659300,447454
1165,1,6,1,13,2241,31860,655516,507519
1166,1,6,1,14,483,28043,659333,448205
1167,1,6,1,15,-4562,28099,659277,454146
1168,1,6,1,16,-2002,24960,662416,401362
1169,1,6,1,17,-804,32579,654797,522068
1170,1,6,1,18,1885,27470,659906,437635
1171,1,6,1,19,-825,27759,659617,444969
1172,1,6,1,20,-13,26572,660804,425165
1173,1,6,1,21,-1871,32706,654670,525167
1174,1,6,1,22,1306,29372,658004,468646
1175,1,6,1,23,-3251,29464,657912,474675
1176,1,6,5,0,-784,25873,661503,414752
1177,1,6,5,1,-799,31423,655953,503567
1178,1,6,5,2,-613,27473,659903,440181
1179,1,6,5,3,-3066,29079,658297,468330
1180,1,6,5,4,671,25661,661715,409905
1181,1,6,5,5,3977,32121,655255,509959
1182,1,6,5,6,3757,29163,658213,462851
1183,1,6,5,7,-276,30670,656706,490996
1184,1,6,5,8,-2169,26613,660763,427977
1185,1,6,5,9,498,31670,655706,506222
1186,1,6,5,10,1290,28977,658399,462342
1187,1,6,5,11,-1334,28379,658997,455398
1188,1,6,5,12,-409,26286,661090,420985
1189,1,6,5,13,-3137,30550,656826,491937
1190,1,6,5,14,-3937,26064,661312,420961
1191,1,6,5,15,-471,30149,657227,482855
1192,1,6,5,16,2728,26185,661191,416232
1193,1,6,5,17,3967,31939,655437,507057
1194,1,6,5,18,4758,26752,660624,423274
1195,1,6,5,19,-3743,28058,659318,452671
1196,1,6,5,20,279,26476,660900,423337
1197,1,6,5,21,2538,31733,655643,505190
1198,1,6,5,22,-2303,25296,662080,407039
1199,1,6,5,23,-1422,30786,656590,493998
1200,1,6,7,0,898,23754,663622,379166
1201,1,6,7,1,-3677,30027,657349,484109
1202,1,6,7,2,-1167,27438,659938,440175
1203,1,6,7,3,-1265,33031,654345,529761
1204,1,6,7,4,-907,24533,662843,393435
1205,1,6,7,5,919,30486,656890,486857
1206,1,6,7,6,1196,28287,659089,451396
1207,1,6,7,7,2348,30365,657011,483492
1208,1,6,7,8,-457,25923,661453,415225
1209,1,6,7,9,-3201,28958,658418,466529
1210,1,6,7,10,2795,27616,659760,439061
1211,1,6,7,11,1727,31964,655412,509697
1212,1,6,7,12,484,28403,658973,453964
1213,1,6,7,13,198,30413,656963,486410
1214,1,6,7,14,3319,28251,659125,448697
1215,1,6,7,15,-948,29566,657810,474004
1216,1,6,7,16,1126,26431,660945,421770
1217,1,6,7,17,107,29163,658213,466501
1218,1,6,7,18,-1280,27304,660072,438144
1219,1,6,7,19,4639,31101,656275,492977
1220,1,6,7,20,164,25671,661705,410572
1221,1,6,7,21,-2894,30799,656577,495678
1222,1,6,7,22,-2903,27208,660168,438231
1223,1,6,7,23,-1221,30684,656692,492165
1224,1,6,11,0,605,26907,660469,429907
1225,1,6,11,1,-3852,28293,659083,456540
1226,1,6,11,2,-688,28413,658963,455296
1227,1,6,11,3,158,32628,654748,521890
1228,1,6,11,4,-1260,26034,661342,417804
1229,1,6,11,5,333,29257,658119,467779
1230,1,6,11,6,1941,27199,660177,433243
1231,1,6,11,7,-138,31555,655821,505018
1232,1,6,11,8,-491,25826,661550,413707
1233,1,6,11,9,-1345,30638,656738,491553
1234,1,6,11,10,466,28274,659102,451918
1235,1,6,11,11,2216,31193,656183,496872
1236,1,6,11,12,2125,24654,662722,392339
1237,1,6,11,13,-1915,31382,655994,504027
1238,1,6,11,14,-3206,26804,660572,432070
1239,1,6,11,15,3514,29402,657974,466918
1240,1,6,11,16,2384,25711,661665,408992
1241,1,6,11,17,1059,30313,657063,483949
1242,1,6,11,18,2651,29314,658062,466373
1243,1,6,11,19,-2050,29471,657905,473586
1244,1,6,11,20,-2055,25583,661793,411383
