reference_index,maximum_centered_score,tie_count,winning_rule_indices
1399,9143,1,1059
1400,10886,1,1231
1401,8896,1,1366
1402,8636,1,1659
1403,8660,1,332
1404,9696,1,387
1405,8293,1,657
1406,9560,1,1949
1407,8126,1,744
1408,9713,1,2767
1409,7409,1,2270
1410,7110,1,1356
1411,8358,1,1356
1412,7946,1,1969
1413,7109,1,2153
1414,9071,1,2593
1415,8336,1,1308
1416,8437,1,2689
1417,7913,1,1643
1418,7713,1,2951
1419,7367,1,1445
1420,9124,1,1212
1421,11446,1,1179
1422,8825,1,1510
1423,10115,1,2526
1424,8155,1,620
1425,8035,1,1927
1426,9240,1,371
1427,8303,1,599
1428,8649,1,2065
1429,8314,1,2609
1430,7742,1,187
1431,9265,1,1289
1432,8694,1,1419
1433,8834,1,1730
1434,8615,1,2005
1435,9688,1,2103
1436,8030,1,644
1437,7684,1,866
1438,8671,1,2782
1439,11774,1,2779
1440,9506,1,2778
1441,8094,1,2425
1442,7333,1,1319
1443,8832,1,1620
1444,7721,1,1564
1445,9129,1,365
1446,9297,1,2767
1447,7980,1,250
1448,7243,1,2854
1449,7935,1,87
1450,7508,1,302
1451,8641,1,2616
1452,9576,1,1361
1453,8191,1,1534
1454,8994,1,823
1455,8359,1,1374
1456,9724,1,1007
1457,8256,1,2486
1458,9687,1,1086
1459,8297,1,2783
1460,8088,1,2914
1461,8256,1,2866
1462,9530,1,2565
1463,8827,1,1065
1464,7976,1,2255
1465,9903,1,87
1466,7645,1,1484
1467,9057,1,1842
1468,8725,1,1315
1469,8533,1,2527
1470,7956,1,495
1471,9396,1,2324
1472,9084,1,2500
1473,9377,1,453
1474,9111,1,2193
1475,9155,1,2091
1476,8872,1,1477
1477,8348,1,1207
1478,8948,1,2702
1479,8809,1,988
1480,8391,1,1915
1481,8810,1,2755
1482,9117,1,2573
1483,8942,1,2761
1484,8036,1,1392
1485,9416,1,1049
1486,8639,1,3007
1487,9229,1,372
1488,9542,1,178
1489,8166,1,853
1490,8371,1,2526
1491,9982,1,1811
1492,7855,1,838
1493,6746,1,1539
1494,8518,1,587
1495,9271,1,1422
1496,10643,1,2385
1497,9466,1,2123
1498,9782,1,7
1499,7474,1,543
1500,10065,1,481
1501,7918,1,2232
1502,9253,1,2920
1503,9291,1,1509
1504,8364,1,458
1505,8026,1,2537
1506,9141,1,145
1507,8269,1,2651
1508,8206,1,1707
1509,7373,1,2469
1510,8635,1,1126
1511,9090,1,2089
1512,8443,1,1536
1513,10125,1,2298
1514,7744,1,2328
1515,7216,1,930
1516,9152,1,1308
1517,8217,1,2518
1518,8778,1,1305
1519,10228,1,747
1520,8111,1,1425
1521,9388,1,1326
1522,8110,1,1095
1523,7879,1,1249
1524,8277,1,1110
1525,8547,1,1266
1526,9234,1,2009
1527,8694,1,2264
1528,10024,1,2061
1529,11188,1,1984
1530,9271,1,949
1531,8443,1,1147
1532,9662,1,1543
1533,7968,1,56
1534,7259,1,311
1535,7761,1,2213
1536,10053,1,1327
1537,7931,1,478
1538,8851,1,197
1539,8935,1,2623
1540,9526,1,2269
1541,8176,1,2953
1542,10026,1,1305
1543,9680,1,1308
1544,9731,1,1939
1545,6975,1,1189
1546,8148,1,2023
1547,7786,1,2869
1548,7693,1,2996
1549,8853,1,2479
1550,8680,1,2033
1551,8684,1,2806
1552,6774,1,2320
1553,10002,1,1121
1554,9509,1,1110
1555,7980,1,2547
1556,8790,1,1285
1557,9986,1,2807
1558,8698,1,1580
1559,8283,1,2450
1560,9243,1,507
1561,9204,1,2949
1562,8807,1,2840
1563,9430,1,3033
1564,8383,1,1180
1565,8110,1,1260
1566,9929,1,2962
1567,7875,1,2867
1568,9319,1,947
1569,7890,1,2354
1570,8259,1,2731
1571,8580,1,2728
1572,8582,1,1923
1573,7873,1,1035
1574,7890,1,1834
1575,7806,1,2934
1576,8091,1,2854
1577,8566,1,853
1578,8292,1,895
1579,7169,1,1127
1580,8798,1,2641
1581,8890,1,1857
1582,7763,1,1812
1583,9467,1,1178
1584,8640,1,79
1585,9862,1,2453
1586,7725,1,2251
1587,8845,1,1873
1588,11175,1,487
1589,7703,1,1854
1590,8980,1,1382
1591,8816,1,2735
1592,7635,1,790
1593,7619,1,582
1594,8256,1,2328
1595,8434,1,369
1596,9042,1,2890
1597,8427,1,996
1598,7164,1,871
1599,7661,1,1146
1600,8350,1,2112
1601,8883,1,2693
1602,8570,1,1801
1603,7427,1,1874
1604,8202,1,1687
1605,8112,1,79
1606,8864,1,1861
1607,7951,1,931
1608,9542,1,1248
1609,8709,1,389
1610,7670,1,527
1611,9654,1,983
1612,8201,1,2763
1613,8330,1,1004
1614,8206,1,1793
1615,7282,1,628
1616,7799,1,924
1617,9086,1,5
1618,7461,1,249
1619,10996,1,865
1620,8764,1,2215
1621,10279,1,1445
1622,8254,1,601
1623,8954,1,2961
1624,8215,1,1205
1625,10043,1,809
1626,10155,1,2727
1627,8609,1,1311
1628,9059,1,887
1629,8663,1,1591
1630,9715,1,2947
1631,7948,1,2513
1632,8340,1,1984
1633,7794,1,2290
1634,8265,1,2577
1635,9499,1,1748
1636,8303,1,317
1637,7832,1,2494
1638,8543,1,2338
1639,8211,1,439
1640,7989,1,2497
1641,7601,1,637
1642,9267,1,1117
1643,8282,1,3024
1644,8312,1,1553
1645,7117,1,372
1646,8744,1,201
1647,8695,1,2546
1648,8464,1,1542
1649,9281,1,401
1650,7771,1,1509
1651,8075,1,411
1652,7106,1,1633
1653,9068,1,2205
1654,8497,1,612
1655,10064,1,1001
1656,9644,1,1438
1657,7954,1,35
1658,7844,1,895
1659,8519,1,2931
1660,8098,1,2580
1661,7698,1,656
1662,8282,1,641
1663,7704,1,247
1664,9735,1,864
1665,8295,1,1249
1666,8003,1,2383
1667,8791,1,2457
1668,9544,1,37
1669,8166,1,218
1670,8163,1,636
1671,8205,1,2237
1672,8125,1,188
1673,8328,1,850
1674,8994,2,543;571
1675,7440,1,387
1676,10670,1,1973
1677,7866,1,143
1678,8233,1,1995
1679,10111,1,2713
1680,8564,1,2618
1681,8586,1,115
1682,8852,1,629
1683,7722,1,2737
1684,9591,1,1905
1685,7846,1,218
1686,8686,1,1358
1687,8138,1,2013
1688,9386,1,1767
1689,10918,1,757
1690,8959,1,1563
1691,8553,1,288
1692,9144,1,371
1693,10239,1,1219
1694,8817,1,1177
1695,8826,1,2631
1696,10095,1,2532
1697,9950,1,744
1698,9180,1,1761
1699,10024,1,2649
1700,9008,1,417
1701,8676,1,21
1702,9104,1,1609
1703,9502,1,1113
1704,8989,1,2554
1705,9854,1,5
1706,8172,1,1765
1707,8102,1,2083
1708,8863,1,2895
1709,8313,1,2353
1710,8966,1,412
1711,9395,1,61
1712,9007,1,3020
1713,8351,1,2661
1714,7793,1,2645
1715,7545,1,2870
1716,9533,1,1943
1717,8601,1,2376
1718,8647,1,1584
1719,7492,1,2482
1720,8332,1,141
1721,9446,1,1285
1722,8289,1,518
1723,9817,1,957
1724,8417,1,2286
1725,9284,1,1382
1726,8559,1,693
1727,9759,1,1563
1728,8331,1,2887
1729,7898,1,2909
1730,7945,1,2942
1731,8199,1,2415
1732,8725,1,2497
1733,8442,1,1671
1734,9593,1,605
1735,8394,1,1883
1736,9075,1,1816
1737,7885,1,681
1738,8569,1,2379
1739,8007,1,1997
1740,8290,1,1834
1741,9309,1,2663
1742,10180,1,1635
1743,8008,1,85
1744,8808,1,558
1745,10065,1,1311
1746,8015,1,3057
1747,7926,1,902
1748,8280,1,860
1749,7675,1,2196
1750,8667,1,692
1751,7980,1,2708
1752,8160,1,511
1753,9620,1,426
1754,8858,1,997
1755,11121,1,1165
1756,10985,1,605
1757,8668,1,848
1758,8447,1,769
1759,8898,1,2280
1760,8546,1,2443
1761,8442,1,2466
1762,9270,1,412
1763,7732,1,1428
1764,10539,1,91
1765,8738,1,1677
1766,8740,1,1382
1767,9538,1,3041
1768,9725,1,945
1769,8802,1,1802
1770,8201,1,1333
1771,7836,1,104
1772,7849,1,23
1773,7368,1,2189
1774,7739,1,995
1775,9867,1,287
1776,10007,1,2517
1777,8645,1,2485
1778,8838,1,1419
1779,8730,1,13
1780,8048,1,263
1781,9337,1,1514
1782,8043,1,1270
1783,7905,1,1072
1784,9602,1,111
1785,7659,1,1593
1786,8360,1,2033
1787,8830,1,2641
1788,8393,1,2830
1789,8992,1,611
1790,7623,1,1208
1791,8169,1,1089
1792,10113,1,2314
1793,9381,1,3017
1794,9085,1,1913
1795,8234,1,1539
1796,8216,1,2142
1797,9088,1,2149
1798,7726,1,2331
1799,8732,1,1101
1800,8746,1,181
1801,8102,1,2083
1802,10138,1,2414
1803,8892,1,1118
1804,7389,1,210
1805,9154,1,2664
1806,8530,1,1109
1807,9462,1,3033
1808,8625,1,1177
1809,8920,1,906
1810,7573,1,3019
1811,8416,1,1681
1812,9458,1,750
1813,8344,1,2202
1814,9105,1,125
1815,8759,1,1422
1816,8273,1,1521
1817,9112,1,541
1818,9513,1,2783
1819,7839,1,2713
1820,8774,1,2269
1821,9498,1,127
1822,9253,1,2483
1823,9762,1,2690
1824,8722,1,2287
1825,7424,1,2328
1826,9581,1,489
1827,8246,1,2680
1828,8439,1,1291
1829,8176,1,2179
1830,8750,1,2617
1831,9943,1,1729
1832,8358,1,92
1833,8669,1,2695
1834,8338,1,772
1835,8105,1,1643
1836,9376,1,2434
1837,8895,1,2797
1838,8138,1,109
1839,7849,1,957
1840,8342,1,2853
1841,7435,1,2222
1842,8716,1,556
1843,8427,1,2848
1844,8654,1,2398
1845,7510,1,757
1846,7398,1,178
1847,9452,1,1887
1848,7599,1,2897
1849,8477,1,1090
1850,8939,1,2250
1851,8463,1,1134
1852,7324,1,129
1853,10419,1,802
1854,11499,1,2643
1855,8208,1,2011
1856,8226,1,329
1857,9261,1,1773
1858,7890,1,1711
1859,8091,1,2559
1860,9297,1,518
1861,8260,1,880
1862,9210,1,2300
1863,10218,1,1857
1864,8141,1,1982
1865,9032,1,545
1866,7412,1,2023
1867,8456,1,909
1868,8523,1,442
1869,8879,1,96
1870,8026,1,181
1871,8388,1,1382
1872,8401,1,471
1873,8482,1,991
1874,7257,1,605
1875,7124,1,2535
1876,8464,1,1313
1877,8221,1,1325
1878,9381,1,2855
1879,9676,1,1754
1880,8919,1,2433
1881,8633,1,509
1882,7632,1,511
1883,8960,1,1001
1884,7206,1,2053
1885,7978,1,708
1886,8907,1,196
1887,8710,1,527
1888,8175,1,1560
1889,7957,1,1099
1890,8539,1,327
1891,8950,1,2835
1892,8416,1,955
1893,8049,1,33
1894,7340,1,532
1895,9645,1,1415
1896,7159,1,347
1897,8879,1,2897
1898,8182,1,527
1899,8810,1,127
1900,9454,1,744
1901,8884,1,2185
1902,8116,1,1780
1903,8117,1,1716
1904,8519,1,347
1905,9592,1,2284
1906,8830,1,1738
1907,7649,1,1072
1908,7264,1,1321
1909,7967,1,209
1910,9455,1,599
1911,9566,1,2761
1912,9158,1,2181
1913,10552,1,2495
1914,8969,1,2260
1915,8094,1,950
1916,9462,1,2522
1917,7830,1,1231
1918,9054,1,2641
1919,8455,1,1096
1920,7474,1,446
1921,10407,1,1291
1922,7714,1,318
1923,8298,1,1395
1924,8126,1,258
1925,8136,1,85
1926,7933,1,1146
1927,8378,1,2744
1928,8460,1,2409
1929,8336,1,985
1930,8547,1,1804
1931,8351,1,2897
1932,8758,1,1347
1933,7723,1,1411
1934,7609,1,2787
1935,8432,1,549
1936,8854,1,2811
1937,8902,1,7
1938,7800,1,2337
1939,8822,1,241
1940,8928,1,2486
1941,7990,1,2498
1942,9431,1,2165
1943,8123,1,1380
1944,9270,1,733
1945,8435,1,1993
1946,7570,1,2343
1947,12043,1,2424
1948,7836,1,580
1949,7761,1,2127
1950,8270,1,1701
1951,8084,1,1984
1952,8087,1,153
1953,8777,1,2783
1954,9604,1,2702
1955,9008,1,456
1956,8288,1,2912
1957,7509,1,2976
1958,7823,1,2892
1959,8239,1,1602
1960,8202,1,2565
1961,8889,1,2875
1962,9103,1,3057
1963,7136,1,2397
1964,7878,1,1003
1965,8262,1,2209
1966,7797,1,2339
1967,8639,1,2895
1968,8941,1,2016
1969,8647,1,1759
1970,8907,1,635
1971,7119,1,653
1972,8050,1,2343
1973,9228,1,822
1974,8047,1,209
1975,8783,1,1491
1976,7820,1,2547
1977,8786,1,1710
1978,9021,1,213
1979,8209,1,2243
1980,8945,1,1654
1981,8885,1,2785
1982,8739,1,937
1983,8936,1,1442
1984,8458,1,2013
1985,8908,1,1297
1986,7762,1,750
1987,9483,1,1223
1988,7554,1,682
1989,10305,1,827
1990,9083,1,1743
1991,8111,1,1159
1992,8362,1,2758
1993,7903,1,1788
1994,8233,1,1999
1995,7207,1,2355
1996,7979,1,1587
1997,8025,1,3022
1998,7212,1,1206
1999,7698,1,1137
2000,8010,1,2631
2001,8015,1,335
2002,9474,1,1637
2003,9369,1,2857
2004,7966,1,1148
2005,8660,1,2702
2006,8205,1,1170
2007,10081,1,1631
2008,10606,1,1701
2009,10137,1,2723
2010,9608,1,966
2011,9182,1,1735
2012,8856,1,860
2013,9212,1,2176
2014,8322,1,2843
2015,8195,1,2462
2016,8936,1,246
2017,8276,1,849
2018,8151,1,1759
2019,8953,1,2164
2020,9366,1,733
2021,8450,1,2664
2022,8731,1,2163
2023,7933,1,2469
2024,8643,1,1579
2025,9224,1,117
2026,9911,1,2460
2027,8508,1,1429
2028,8529,1,819
2029,9261,1,268
2030,9055,1,2913
2031,9845,1,811
2032,6595,1,1569
2033,8636,1,2739
2034,9938,1,593
2035,8741,1,2717
2036,8171,1,1455
2037,9495,1,1646
2038,11360,1,97
2039,8420,1,868
2040,7961,1,2353
2041,7974,1,2053
2042,9831,1,2005
2043,7654,1,902
2044,8344,1,2061
2045,8848,1,387
2046,9406,1,189
2047,8124,1,2176
2048,9050,1,1305
2049,8756,1,1556
2050,9325,1,1805
2051,8956,1,1409
2052,9153,1,688
2053,9718,1,1003
2054,9686,1,1179
2055,7954,1,2253
2056,10030,1,3055
2057,8890,1,1527
2058,9144,1,1544
2059,8488,1,534
2060,7786,1,1871
2061,8057,1,1135
2062,9187,1,1117
2063,8539,1,1748
2064,10058,1,708
2065,9319,1,2900
2066,9274,1,1473
2067,9135,1,1334
2068,7815,1,373
2069,9318,1,1419
2070,9284,1,242
2071,7707,1,2481
2072,7654,1,2741
2073,8185,1,1837
2074,9803,1,289
2075,7977,1,2962
2076,9674,1,1857
2077,8332,1,1814
2078,10028,1,839
2079,7370,1,2737
2080,8788,1,963
2081,8657,1,469
2082,8602,1,2565
2083,7990,1,587
2084,8755,1,1483
2085,9041,1,897
2086,8036,1,2822
2087,9358,1,2326
2088,8532,1,82
2089,7543,1,2005
2090,9488,1,1308
2091,8956,1,2963
2092,8831,1,3
2093,8535,1,2579
2094,8896,1,2133
2095,8391,1,2071
2096,8352,1,97
2097,9204,1,2774
2098,8705,1,2849
2099,8016,1,1368
2100,8768,1,2011
2101,7260,1,1101
2102,8271,1,2195
2103,8301,1,3071
2104,9133,1,942
2105,8664,1,749
2106,9032,1,405
2107,8645,1,1724
2108,9416,1,2202
2109,9730,1,2970
2110,8766,1,3021
2111,7492,1,361
2112,8864,1,417
2113,8588,1,1835
2114,8126,1,744
2115,9324,1,14
2116,8366,1,756
2117,10078,1,1379
2118,11642,1,2758
2119,9005,1,489
2120,9039,1,1453
2121,8599,1,1831
2122,7975,1,869
2123,8749,1,1224
2124,7473,1,625
2125,8614,1,2079
2126,8269,1,2431
2127,7900,1,1331
2128,7763,1,768
2129,8727,1,1068
2130,8225,1,1925
2131,8905,1,428
2132,9481,1,605
2133,7424,1,387
2134,7905,1,86
2135,7764,1,2702
2136,9445,1,2785
2137,8596,1,661
2138,9234,1,2188
2139,9494,1,2087
2140,7462,1,521
2141,7772,1,1331
2142,8097,1,2564
2143,8788,1,93
2144,8012,1,3049
2145,7968,1,413
2146,8672,1,1753
2147,9460,1,2435
2148,7986,1,2395
2149,9196,1,50
2150,8292,1,1405
2151,8424,1,618
2152,10325,1,2146
2153,9189,1,1029
2154,7226,1,2737
2155,7401,1,1250
2156,7798,1,2218
2157,7176,1,971
2158,7922,1,1323
2159,8693,1,1451
2160,9558,1,2069
2161,9405,1,210
2162,8832,1,2954
2163,8581,1,1298
2164,8554,1,517
2165,10086,1,1384
2166,9120,1,2550
2167,8422,1,2741
2168,8217,1,1850
2169,8148,1,1712
2170,8715,1,1433
2171,7890,1,318
2172,8682,1,2751
2173,8215,1,1899
2174,7669,1,2601
2175,9737,1,2353
2176,8645,1,409
2177,8164,1,975
2178,9217,1,1127
2179,8815,1,271
2180,9880,1,2686
2181,8785,1,2243
2182,9262,1,602
2183,7746,1,2614
2184,8938,1,77
2185,7999,1,1910
2186,7759,1,940
2187,7988,1,21
2188,9391,1,1937
2189,9045,1,1378
2190,8260,1,729
2191,9171,1,2802
2192,9380,1,617
2193,11054,1,187
2194,8331,1,2107
2195,8255,1,3068
2196,8719,1,1653
2197,8557,1,2360
2198,8633,1,2687
2199,9155,1,2691
2200,7227,1,1263
2201,8121,1,1089
2202,9746,1,1730
2203,8583,1,631
2204,8261,1,1029
2205,8819,1,1614
2206,8774,1,2680
2207,8716,1,195
2208,8581,1,234
2209,9319,1,2457
2210,9206,1,2556
2211,8213,1,2339
2212,9167,1,2633
2213,8457,1,1011
2214,7607,1,1445
2215,8737,1,2371
2216,9850,1,2524
2217,8090,1,2961
2218,8883,1,1874
2219,8856,1,2061
2220,10439,1,182
2221,8130,1,991
2222,9486,1,139
2223,8211,1,245
2224,8239,1,2168
2225,8978,1,861
2226,9121,1,3058
2227,8125,1,429
2228,9473,1,207
2229,10106,1,842
2230,8242,1,307
2231,8705,1,2861
2232,8386,1,885
2233,8590,1,3021
2234,7940,1,2822
2235,8557,1,2651
2236,8335,1,1067
2237,8786,1,293
2238,8040,1,1622
2239,7833,1,1478
2240,7982,1,2186
2241,8322,1,1323
2242,8807,1,1591
2243,8361,1,475
2244,7646,1,2326
2245,11664,1,3004
2246,9489,1,1015
2247,8146,1,502
2248,8448,1,835
2249,9222,1,3027
2250,8793,1,2857
2251,7815,1,1841
2252,10309,1,811
2253,10541,1,1619
2254,7692,1,222
2255,8214,1,621
2256,8828,1,2378
2257,8418,1,2064
2258,11996,1,406
2259,8657,1,1289
2260,9076,1,519
2261,8949,1,2226
2262,8191,1,2633
2263,9064,1,989
2264,7236,1,868
2265,9147,1,2685
2266,7905,1,2576
2267,10204,1,1429
2268,9230,1,1260
2269,10367,1,2338
2270,8050,1,1028
2271,9135,1,693
2272,8172,1,1007
2273,7728,1,985
2274,10690,1,737
2275,8992,1,1418
2276,9668,1,866
2277,8227,1,890
2278,8747,1,620
2279,7984,1,2047
2280,8170,1,2300
2281,8557,1,42
2282,11264,1,2311
2283,9259,1,826
2284,8131,1,439
2285,7917,1,2681
2286,7909,1,2146
2287,8878,1,2780
2288,8878,1,601
2289,7544,1,795
2290,7627,1,2356
2291,9721,1,2471
2292,7767,1,346
2293,8402,1,1407
2294,8143,1,22
2295,10092,1,2205
2296,7541,1,1590
2297,8774,1,3027
2298,7922,1,2514
2299,8677,1,2521
2300,7206,1,2683
2301,7598,1,1243
2302,8266,1,2565
2303,8026,1,1394
2304,8767,1,105
2305,7856,1,718
2306,8458,1,1512
2307,7590,1,587
2308,9710,1,1501
2309,7650,1,1730
2310,8488,1,2775
2311,9370,1,3018
2312,8524,1,1659
2313,10249,1,2577
2314,7953,1,252
2315,8093,1,81
2316,7654,1,587
2317,9020,1,458
2318,9067,1,2781
2319,7856,1,511
2320,7938,1,1479
2321,8444,1,2378
2322,7571,1,392
2323,8852,1,1428
2324,9040,1,1581
2325,7982,1,2948
2326,10586,1,567
2327,11107,1,243
2328,7538,1,1121
2329,9293,1,3071
2330,10009,1,2787
2331,7733,1,2479
2332,8690,1,2711
2333,8481,1,2508
2334,8243,1,2504
2335,7919,1,693
2336,9476,1,2482
2337,9125,1,119
2338,8842,1,997
2339,8096,1,1777
2340,7701,1,159
2341,7874,1,111
2342,8175,1,105
2343,9476,1,1635
2344,8746,1,641
2345,8618,1,2558
2346,8350,1,120
2347,8796,1,673
2348,9594,1,735
2349,8676,1,661
2350,8356,1,2324
2351,8783,1,2797
2352,7944,1,3015
2353,8519,1,1646
2354,7786,1,1871
2355,8250,1,13
2356,7314,1,2188
2357,10864,1,923
2358,9257,1,365
2359,7226,1,493
2360,9003,1,1775
2361,8102,1,1485
2362,8359,1,941
2363,9007,1,2271
2364,9906,1,991
2365,8851,1,454
2366,9670,1,3027
2367,8811,1,809
2368,7959,1,2579
2369,9060,1,1376
2370,9189,1,63
2371,8802,1,597
2372,8555,1,1147
2373,7886,1,857
2374,9861,1,707
2375,6912,1,3065
2376,8083,1,2385
2377,9501,1,391
2378,8899,1,937
2379,10256,1,179
2380,8668,1,2267
2381,7983,1,2456
2382,7837,1,298
2383,9175,1,498
2384,9317,1,108
2385,8329,1,2665
2386,8011,1,215
2387,8798,1,1033
2388,7423,1,2797
2389,10296,1,480
2390,9429,1,741
2391,7383,1,1905
2392,8811,1,1950
2393,8679,1,2517
2394,8722,1,565
2395,8866,1,2629
2396,8602,1,2755
2397,8889,1,1341
2398,7554,1,1541
2399,7943,1,169
2400,9020,1,223
2401,8720,1,712
2402,8022,1,757
2403,7949,1,2402
2404,9936,1,1981
2405,7848,1,2329
2406,8902,1,2940
2407,9079,1,1445
2408,8341,1,3019
2409,8927,1,283
2410,8779,1,2234
2411,7739,1,295
2412,7615,1,855
2413,8650,1,2565
2414,7181,1,2695
2415,8162,1,2343
2416,7514,1,2737
2417,8790,1,2114
2418,8588,1,1749
2419,8419,1,2955
2420,7365,1,2936
2421,7320,1,1235
2422,7719,1,1262
2423,8115,1,606
2424,8319,1,1809
2425,9279,1,1069
2426,8945,1,713
2427,8157,1,2996
2428,8439,1,1291
2429,8305,1,401
2430,10774,1,3027
2431,9400,1,2568
2432,9043,1,348
2433,8591,1,2418
2434,8257,1,1537
2435,9087,1,1339
2436,10177,1,1919
2437,8681,1,2969
2438,8402,1,170
2439,8445,1,415
2440,8476,1,366
2441,8052,1,1984
2442,8600,1,1142
2443,9340,1,910
2444,10449,1,1055
2445,8075,1,1991
2446,9226,1,2883
2447,8992,1,2434
2448,9426,1,2880
2449,8364,1,1549
2450,8176,1,1466
2451,8858,1,738
2452,9920,1,147
2453,8722,1,1802
2454,9873,1,1072
2455,9288,1,2817
2456,9573,1,399
2457,8057,1,475
2458,10076,1,195
2459,9416,1,2061
2460,8731,1,2196
2461,8423,1,1591
2462,7877,1,774
2463,7519,1,297
2464,8601,1,89
2465,8286,1,679
2466,8183,1,1896
2467,8407,1,1896
2468,8612,1,2185
2469,8080,1,718
2470,8990,1,1735
2471,7406,1,5
2472,7737,1,514
2473,8124,1,2837
2474,8435,1,3050
2475,8878,1,1707
2476,8205,1,1236
2477,7770,1,3024
2478,6764,1,888
2479,8953,1,1848
2480,9210,1,953
2481,8714,1,1306
2482,7851,1,327
2483,7523,1,1446
2484,7882,1,2041
2485,8434,1,2009
2486,9004,1,785
2487,7610,1,2370
2488,7716,1,2435
2489,9186,1,2280
2490,8930,1,2877
2491,7320,1,1936
2492,7649,1,1739
2493,8733,1,1268
2494,8985,1,2353
2495,7496,1,993
2496,8028,1,1169
2497,8275,1,958
2498,8505,1,2962
2499,8211,1,1985
2500,10295,1,551
2501,9020,1,2413
2502,8223,1,1209
2503,7800,1,246
2504,9378,1,2890
2505,8770,1,1637
2506,8861,1,1598
2507,10911,1,1134
2508,9306,1,738
2509,9600,1,1681
2510,8674,1,47
2511,10504,1,214
2512,9090,1,813
2513,8723,1,2120
2514,8371,1,1117
2515,7349,1,1644
2516,8719,1,3014
2517,9839,1,931
2518,8607,1,1134
2519,8353,1,827
2520,10024,1,534
2521,9009,1,1665
2522,8046,1,1706
2523,8529,1,2645
2524,8450,1,1073
2525,10015,1,951
2526,10026,1,2013
2527,8286,1,2342
2528,8167,1,1956
2529,8054,1,755
2530,8209,1,782
2531,8668,1,2500
2532,9368,1,2061
2533,8914,1,1802
2534,8594,1,2843
2535,9824,1,2047
2536,9475,1,919
2537,9122,1,1221
2538,9764,1,1635
2539,8100,1,2435
2540,8201,1,290
2541,8298,1,2121
2542,8736,1,862
2543,8305,1,1891
2544,8078,1,602
2545,8144,1,179
2546,8405,1,657
2547,7933,1,1652
2548,8414,1,473
2549,8651,1,1463
2550,8236,1,2024
2551,10442,1,2960
2552,9881,1,89
2553,9654,1,218
2554,8288,1,803
2555,8244,1,186
2556,8156,1,1435
2557,7859,1,1540
2558,9577,1,805
2559,8226,1,619
2560,8011,1,645
2561,7733,1,1724
2562,8612,1,199
2563,8784,1,859
2564,8628,1,146
2565,8803,1,2241
2566,8366,1,5
2567,9353,1,2667
2568,9414,1,27
2569,9099,1,2915
2570,7854,1,69
2571,9293,1,2220
2572,8514,1,2846
2573,8543,1,285
2574,8660,1,925
2575,8412,1,223
2576,8143,1,96
2577,9329,1,1055
2578,7684,1,2482
2579,8675,1,1579
2580,8966,1,757
2581,8739,1,1201
2582,8945,1,174
2583,8775,1,1077
2584,7942,1,338
2585,8561,1,827
2586,8215,1,753
2587,8740,1,722
2588,8612,1,2096
2589,9603,1,3005
2590,7737,1,1011
2591,7354,1,1767
2592,9327,1,1339
2593,8429,1,3071
2594,8902,1,165
2595,9451,1,2685
2596,8081,1,1631
2597,9402,1,2123
2598,10123,1,349
2599,8542,1,505
2600,10389,1,2603
2601,9158,1,2612
2602,9473,1,1173
2603,9463,1,151
2604,7812,1,368
2605,8608,1,263
2606,7721,1,2670
2607,8044,1,1815
2608,7264,1,1456
2609,8679,1,2128
2610,10191,1,105
2611,8223,1,2831
2612,7859,1,177
2613,8509,1,2220
2614,8296,1,909
2615,10127,1,838
2616,8455,1,1759
2617,9049,1,2471
2618,8284,1,1953
2619,9090,1,1163
2620,9952,1,485
2621,9196,1,1489
2622,9284,1,2439
2623,8663,1,1933
2624,8361,1,1436
2625,9183,1,3
2626,9344,1,2491
2627,7782,1,2347
2628,8801,1,2077
2629,8691,1,1257
2630,8236,1,195
2631,8519,1,1377
2632,7595,1,1825
2633,9046,1,2097
2634,8343,1,2005
2635,10179,1,901
2636,7721,1,763
2637,8139,1,1433
2638,7762,1,690
2639,10451,1,1266
2640,8896,1,2145
2641,7373,1,1461
2642,8449,1,782
2643,9450,1,2909
2644,8455,1,2177
2645,7757,1,2194
2646,8509,1,1005
2647,8545,1,1521
2648,10359,1,2293
2649,8255,1,2348
2650,13685,1,1644
2651,8451,1,535
2652,7324,1,226
2653,7626,1,379
2654,9897,1,2638
2655,10847,1,2584
2656,9298,1,537
2657,8337,1,2705
2658,8693,1,145
2659,8256,1,404
2660,9275,1,2470
2661,8937,1,1945
2662,8826,1,567
2663,9090,1,1971
2664,7633,1,328
2665,8514,1,2629
2666,8898,1,1149
2667,8296,1,2775
2668,8603,1,1496
2669,9928,1,1265
2670,10260,1,3042
2671,7606,1,2053
2672,7924,1,2154
2673,8949,1,2976
2674,8040,1,989
2675,8429,1,2555
2676,8215,1,346
2677,8280,1,1442
2678,8314,1,1300
2679,8679,1,1575
2680,9468,1,2203
2681,8772,1,2512
2682,10375,1,801
2683,9526,1,142
2684,8735,1,2701
2685,9946,1,2758
2686,7964,1,2563
2687,9454,1,1243
2688,9347,1,2091
2689,7796,1,2050
2690,10695,1,2165
2691,7997,1,942
2692,8349,1,2251
2693,7718,1,499
2694,8643,1,2091
2695,7902,1,1706
2696,9823,1,285
2697,8252,1,1605
2698,7963,1,1403
2699,8655,1,1052
2700,8519,1,2433
2701,7736,1,2719
2702,7676,1,701
2703,8774,1,621
2704,6768,1,1718
2705,9958,1,521
2706,8376,1,1518
2707,8787,1,61
2708,8239,1,2701
